customer_id,product_id,product_name,total_units,total_revenue,total_orders
C0236,P022,Control Valve CV-75,102,1723800,12
C0236,P023,Idler Wheel IW-55,99,1282050,11
C0236,P024,Track Roller TR-60,89,916700,4
C0236,P025,Cabin Glass CG-20,94,737900,8
C0236,P026,Grease Cartridge GC-5,60,18600,8
C0236,P027,O-Ring Set OR-50,59,28320,9
C0236,P028,Light Assembly LA-18,158,355500,13
C0236,P029,Pressure Sensor PS-90,94,371300,9
C0236,P030,Fuel Pump FP-350,76,1664400,8
C0237,P001,Hydraulic Pump HP-300,101,2474500,6
C0237,P002,Engine Oil Filter OF-90,43,30960,4
C0237,P003,Air Filter AF-120,80,100000,5
C0237,P004,Track Chain TC-45,146,5810800,10
C0237,P005,Fuel Injector FI-220,54,456300,5
C0237,P006,Alternator ALT-500,56,627200,6
C0237,P007,Hydraulic Hose HH-60,91,131950,8
C0237,P008,Bucket Tooth BT-10,141,81780,11
C0237,P009,Starter Motor SM-700,131,1951900,10
C0237,P010,Turbocharger TB-900,120,4188000,12
C0237,P011,Hydraulic Cylinder HC-200,106,2925600,9
C0237,P012,Brake Pad BP-40,43,105350,7
C0237,P013,Seal Kit SK-15,21,30450,4
C0237,P014,Transmission Assembly TA-800,115,9602500,10
C0237,P015,Engine Block EB-600,150,17850000,10
C0237,P016,Radiator RD-250,81,826200,8
C0237,P017,Fan Belt FB-30,119,61880,10
C0237,P018,Wheel Rim WR-24,104,1175200,8
C0237,P019,Swing Motor SWM-350,44,1751200,5
C0237,P020,Pivot Pin PP-12,92,105800,6
C0237,P021,Boom Cylinder BC-400,39,1801800,5
C0237,P022,Control Valve CV-75,87,1470300,8
C0237,P023,Idler Wheel IW-55,76,984200,9
C0237,P024,Track Roller TR-60,161,1658300,10
C0237,P025,Cabin Glass CG-20,137,1075450,11
C0237,P026,Grease Cartridge GC-5,108,33480,12
C0237,P027,O-Ring Set OR-50,72,34560,7
C0237,P028,Light Assembly LA-18,80,180000,7
C0237,P029,Pressure Sensor PS-90,93,367350,9
C0237,P030,Fuel Pump FP-350,85,1861500,7
C0238,P001,Hydraulic Pump HP-300,71,1739500,5
C0238,P002,Engine Oil Filter OF-90,119,85680,10
C0238,P003,Air Filter AF-120,35,43750,5
C0238,P004,Track Chain TC-45,34,1353200,5
C0238,P005,Fuel Injector FI-220,81,684450,7
C0238,P006,Alternator ALT-500,43,481600,8
C0238,P007,Hydraulic Hose HH-60,151,218950,10
C0238,P008,Bucket Tooth BT-10,41,23780,5
C0238,P009,Starter Motor SM-700,117,1743300,12
C0238,P010,Turbocharger TB-900,62,2163800,6
C0238,P011,Hydraulic Cylinder HC-200,61,1683600,6
C0238,P012,Brake Pad BP-40,46,112700,6
C0238,P013,Seal Kit SK-15,71,102950,8
C0238,P014,Transmission Assembly TA-800,26,2171000,4
C0238,P015,Engine Block EB-600,44,5236000,3
C0238,P016,Radiator RD-250,96,979200,6
C0238,P017,Fan Belt FB-30,75,39000,7
C0238,P018,Wheel Rim WR-24,12,135600,3
C0238,P019,Swing Motor SWM-350,56,2228800,4
C0238,P020,Pivot Pin PP-12,22,25300,3
C0238,P021,Boom Cylinder BC-400,87,4019400,5
C0238,P022,Control Valve CV-75,62,1047800,7
C0238,P023,Idler Wheel IW-55,35,453250,3
C0238,P024,Track Roller TR-60,65,669500,5
C0238,P025,Cabin Glass CG-20,95,745750,6
C0238,P026,Grease Cartridge GC-5,76,23560,7
C0238,P027,O-Ring Set OR-50,77,36960,9
C0238,P028,Light Assembly LA-18,29,65250,6
C0238,P029,Pressure Sensor PS-90,103,406850,10
C0238,P030,Fuel Pump FP-350,103,2255700,8
C0239,P001,Hydraulic Pump HP-300,80,1960000,6
C0239,P002,Engine Oil Filter OF-90,83,59760,7
C0239,P003,Air Filter AF-120,96,120000,5
C0239,P004,Track Chain TC-45,119,4736200,11
C0239,P005,Fuel Injector FI-220,47,397150,10
C0239,P006,Alternator ALT-500,59,660800,4
C0239,P007,Hydraulic Hose HH-60,157,227650,11
C0239,P008,Bucket Tooth BT-10,83,48140,6
C0239,P009,Starter Motor SM-700,118,1758200,7
C0239,P010,Turbocharger TB-900,69,2408100,8
C0239,P011,Hydraulic Cylinder HC-200,110,3036000,9
C0239,P012,Brake Pad BP-40,145,355250,10
C0239,P013,Seal Kit SK-15,46,66700,4
C0239,P014,Transmission Assembly TA-800,83,6930500,5
C0239,P015,Engine Block EB-600,58,6902000,5
C0239,P016,Radiator RD-250,56,571200,6
C0239,P017,Fan Belt FB-30,60,31200,6
C0239,P018,Wheel Rim WR-24,76,858800,6
C0239,P019,Swing Motor SWM-350,83,3303400,9
C0239,P020,Pivot Pin PP-12,62,71300,6
C0239,P021,Boom Cylinder BC-400,77,3557400,6
C0239,P022,Control Valve CV-75,71,1199900,8
C0239,P023,Idler Wheel IW-55,59,764050,5
C0239,P024,Track Roller TR-60,69,710700,8
C0239,P025,Cabin Glass CG-20,50,392500,5
C0239,P026,Grease Cartridge GC-5,77,23870,7
C0239,P027,O-Ring Set OR-50,90,43200,8
C0239,P028,Light Assembly LA-18,34,76500,5
C0239,P029,Pressure Sensor PS-90,9,35550,3
C0239,P030,Fuel Pump FP-350,108,2365200,9
C0240,P001,Hydraulic Pump HP-300,99,2425500,9
C0240,P002,Engine Oil Filter OF-90,75,54000,5
C0240,P003,Air Filter AF-120,85,106250,10
C0240,P004,Track Chain TC-45,68,2706400,7
C0240,P005,Fuel Injector FI-220,148,1250600,13
C0240,P006,Alternator ALT-500,104,1164800,10
C0240,P007,Hydraulic Hose HH-60,103,149350,11
C0240,P008,Bucket Tooth BT-10,161,93380,11
C0240,P009,Starter Motor SM-700,223,3322700,19
C0240,P010,Turbocharger TB-900,105,3664500,8
C0240,P011,Hydraulic Cylinder HC-200,204,5630400,17
C0240,P012,Brake Pad BP-40,90,220500,8
C0240,P013,Seal Kit SK-15,111,160950,13
C0240,P014,Transmission Assembly TA-800,179,14946500,12
C0240,P015,Engine Block EB-600,199,23681000,13
C0240,P016,Radiator RD-250,112,1142400,10
C0240,P017,Fan Belt FB-30,117,60840,8
C0240,P018,Wheel Rim WR-24,91,1028300,11
C0240,P019,Swing Motor SWM-350,111,4417800,8
C0240,P020,Pivot Pin PP-12,168,193200,12
C0240,P021,Boom Cylinder BC-400,139,6421800,8
C0240,P022,Control Valve CV-75,99,1673100,9
C0240,P023,Idler Wheel IW-55,128,1657600,11
C0240,P024,Track Roller TR-60,142,1462600,11
C0240,P025,Cabin Glass CG-20,150,1177500,15
C0240,P026,Grease Cartridge GC-5,188,58280,16
C0240,P027,O-Ring Set OR-50,97,46560,11
C0240,P028,Light Assembly LA-18,99,222750,12
C0240,P029,Pressure Sensor PS-90,102,402900,9
C0240,P030,Fuel Pump FP-350,102,2233800,11
C0241,P001,Hydraulic Pump HP-300,82,2009000,6
C0241,P002,Engine Oil Filter OF-90,135,97200,8
C0241,P003,Air Filter AF-120,107,133750,9
C0241,P004,Track Chain TC-45,92,3661600,7
C0241,P005,Fuel Injector FI-220,105,887250,11
C0241,P006,Alternator ALT-500,105,1176000,9
C0241,P007,Hydraulic Hose HH-60,61,88450,7
C0241,P008,Bucket Tooth BT-10,179,103820,11
C0241,P009,Starter Motor SM-700,142,2115800,10
C0241,P010,Turbocharger TB-900,128,4467200,9
C0241,P011,Hydraulic Cylinder HC-200,120,3312000,9
C0241,P012,Brake Pad BP-40,57,139650,6
C0241,P013,Seal Kit SK-15,174,252300,14
C0241,P014,Transmission Assembly TA-800,76,6346000,6
C0241,P015,Engine Block EB-600,192,22848000,8
C0241,P016,Radiator RD-250,128,1305600,9
C0241,P017,Fan Belt FB-30,130,67600,7
C0241,P018,Wheel Rim WR-24,155,1751500,10
C0241,P019,Swing Motor SWM-350,82,3263600,9
C0241,P020,Pivot Pin PP-12,88,101200,6
C0241,P021,Boom Cylinder BC-400,216,9979200,14
C0241,P022,Control Valve CV-75,103,1740700,8
C0241,P023,Idler Wheel IW-55,69,893550,9
C0241,P024,Track Roller TR-60,194,1998200,15
C0241,P025,Cabin Glass CG-20,87,682950,7
C0241,P026,Grease Cartridge GC-5,87,26970,9
C0241,P027,O-Ring Set OR-50,69,33120,7
C0241,P028,Light Assembly LA-18,143,321750,12
C0241,P029,Pressure Sensor PS-90,85,335750,7
C0241,P030,Fuel Pump FP-350,50,1095000,5
C0242,P001,Hydraulic Pump HP-300,49,1200500,7
C0242,P002,Engine Oil Filter OF-90,146,105120,11
C0242,P003,Air Filter AF-120,107,133750,11
C0242,P004,Track Chain TC-45,124,4935200,9
C0242,P005,Fuel Injector FI-220,169,1428050,12
C0242,P006,Alternator ALT-500,104,1164800,9
C0242,P007,Hydraulic Hose HH-60,121,175450,11
C0242,P008,Bucket Tooth BT-10,127,73660,10
C0242,P009,Starter Motor SM-700,99,1475100,8
C0242,P010,Turbocharger TB-900,67,2338300,6
C0242,P011,Hydraulic Cylinder HC-200,157,4333200,10
C0242,P012,Brake Pad BP-40,141,345450,11
C0242,P013,Seal Kit SK-15,107,155150,8
C0242,P014,Transmission Assembly TA-800,160,13360000,12
C0242,P015,Engine Block EB-600,92,10948000,7
C0242,P016,Radiator RD-250,69,703800,7
C0242,P017,Fan Belt FB-30,102,53040,10
C0242,P018,Wheel Rim WR-24,118,1333400,8
C0242,P019,Swing Motor SWM-350,135,5373000,8
C0242,P020,Pivot Pin PP-12,15,17250,4
C0242,P021,Boom Cylinder BC-400,76,3511200,7
C0242,P022,Control Valve CV-75,77,1301300,10
C0242,P023,Idler Wheel IW-55,113,1463350,11
C0242,P024,Track Roller TR-60,82,844600,8
C0242,P025,Cabin Glass CG-20,101,792850,10
C0242,P026,Grease Cartridge GC-5,68,21080,6
C0242,P027,O-Ring Set OR-50,111,53280,10
C0242,P028,Light Assembly LA-18,113,254250,8
C0242,P029,Pressure Sensor PS-90,134,529300,11
C0242,P030,Fuel Pump FP-350,105,2299500,9
C0243,P001,Hydraulic Pump HP-300,104,2548000,10
C0243,P002,Engine Oil Filter OF-90,102,73440,5
C0243,P003,Air Filter AF-120,112,140000,10
C0243,P004,Track Chain TC-45,29,1154200,2
C0243,P005,Fuel Injector FI-220,124,1047800,7
C0243,P006,Alternator ALT-500,127,1422400,8
C0243,P007,Hydraulic Hose HH-60,84,121800,10
C0243,P008,Bucket Tooth BT-10,74,42920,7
C0243,P009,Starter Motor SM-700,163,2428700,14
C0243,P010,Turbocharger TB-900,49,1710100,5
C0243,P011,Hydraulic Cylinder HC-200,116,3201600,9
C0243,P012,Brake Pad BP-40,55,134750,6
C0243,P013,Seal Kit SK-15,47,68150,4
C0243,P014,Transmission Assembly TA-800,102,8517000,8
C0243,P015,Engine Block EB-600,33,3927000,5
C0243,P016,Radiator RD-250,86,877200,9
C0243,P017,Fan Belt FB-30,48,24960,7
C0243,P018,Wheel Rim WR-24,73,824900,7
C0243,P019,Swing Motor SWM-350,67,2666600,5
C0243,P020,Pivot Pin PP-12,35,40250,6
C0243,P021,Boom Cylinder BC-400,83,3834600,7
C0243,P022,Control Valve CV-75,70,1183000,9
C0243,P023,Idler Wheel IW-55,91,1178450,7
C0243,P024,Track Roller TR-60,54,556200,4
C0243,P025,Cabin Glass CG-20,85,667250,7
C0243,P026,Grease Cartridge GC-5,117,36270,10
C0243,P027,O-Ring Set OR-50,112,53760,9
C0243,P028,Light Assembly LA-18,98,220500,10
C0243,P029,Pressure Sensor PS-90,40,158000,4
C0243,P030,Fuel Pump FP-350,41,897900,3
C0244,P001,Hydraulic Pump HP-300,41,1004500,3
C0244,P002,Engine Oil Filter OF-90,55,39600,3
C0244,P003,Air Filter AF-120,148,185000,14
C0244,P004,Track Chain TC-45,159,6328200,10
C0244,P005,Fuel Injector FI-220,59,498550,8
C0244,P006,Alternator ALT-500,111,1243200,8
C0244,P007,Hydraulic Hose HH-60,101,146450,7
C0244,P008,Bucket Tooth BT-10,103,59740,11
C0244,P009,Starter Motor SM-700,104,1549600,11
C0244,P010,Turbocharger TB-900,32,1116800,4
C0244,P011,Hydraulic Cylinder HC-200,208,5740800,15
C0244,P012,Brake Pad BP-40,145,355250,11
C0244,P013,Seal Kit SK-15,96,139200,9
C0244,P014,Transmission Assembly TA-800,113,9435500,11
C0244,P015,Engine Block EB-600,128,15232000,11
C0244,P016,Radiator RD-250,155,1581000,15
C0244,P017,Fan Belt FB-30,143,74360,11
C0244,P018,Wheel Rim WR-24,105,1186500,9
C0244,P019,Swing Motor SWM-350,122,4855600,11
C0244,P020,Pivot Pin PP-12,59,67850,7
C0244,P021,Boom Cylinder BC-400,116,5359200,10
C0244,P022,Control Valve CV-75,111,1875900,9
C0244,P023,Idler Wheel IW-55,90,1165500,8
C0244,P024,Track Roller TR-60,149,1534700,9
C0244,P025,Cabin Glass CG-20,116,910600,10
C0244,P026,Grease Cartridge GC-5,110,34100,9
C0244,P027,O-Ring Set OR-50,67,32160,5
C0244,P028,Light Assembly LA-18,50,112500,4
C0244,P029,Pressure Sensor PS-90,188,742600,14
C0244,P030,Fuel Pump FP-350,108,2365200,10
C0245,P001,Hydraulic Pump HP-300,99,2425500,11
C0245,P002,Engine Oil Filter OF-90,53,38160,6
C0245,P003,Air Filter AF-120,51,63750,5
C0245,P004,Track Chain TC-45,49,1950200,6
C0245,P005,Fuel Injector FI-220,117,988650,9
C0245,P006,Alternator ALT-500,94,1052800,7
C0245,P007,Hydraulic Hose HH-60,69,100050,8
C0245,P008,Bucket Tooth BT-10,75,43500,5
C0245,P009,Starter Motor SM-700,60,894000,5
C0245,P010,Turbocharger TB-900,119,4153100,9
C0245,P011,Hydraulic Cylinder HC-200,175,4830000,14
C0245,P012,Brake Pad BP-40,34,83300,5
C0245,P013,Seal Kit SK-15,35,50750,7
C0245,P014,Transmission Assembly TA-800,69,5761500,7
C0245,P015,Engine Block EB-600,84,9996000,6
C0245,P016,Radiator RD-250,127,1295400,8
C0245,P017,Fan Belt FB-30,80,41600,6
C0245,P018,Wheel Rim WR-24,74,836200,8
C0245,P019,Swing Motor SWM-350,81,3223800,8
C0245,P020,Pivot Pin PP-12,68,78200,7
C0245,P021,Boom Cylinder BC-400,66,3049200,6
C0245,P022,Control Valve CV-75,89,1504100,7
C0245,P023,Idler Wheel IW-55,45,582750,5
C0245,P024,Track Roller TR-60,92,947600,7
C0245,P025,Cabin Glass CG-20,72,565200,7
C0245,P026,Grease Cartridge GC-5,120,37200,6
C0245,P027,O-Ring Set OR-50,132,63360,8
C0245,P028,Light Assembly LA-18,69,155250,5
C0245,P029,Pressure Sensor PS-90,42,165900,6
C0245,P030,Fuel Pump FP-350,77,1686300,6
C0246,P001,Hydraulic Pump HP-300,75,1837500,7
C0246,P002,Engine Oil Filter OF-90,77,55440,8
C0246,P003,Air Filter AF-120,68,85000,7
C0246,P004,Track Chain TC-45,85,3383000,9
C0246,P005,Fuel Injector FI-220,96,811200,8
C0246,P006,Alternator ALT-500,125,1400000,9
C0246,P007,Hydraulic Hose HH-60,64,92800,7
C0246,P008,Bucket Tooth BT-10,94,54520,7
C0246,P009,Starter Motor SM-700,124,1847600,9
C0246,P010,Turbocharger TB-900,72,2512800,6
C0246,P011,Hydraulic Cylinder HC-200,98,2704800,10
C0246,P012,Brake Pad BP-40,90,220500,7
C0246,P013,Seal Kit SK-15,74,107300,6
C0246,P014,Transmission Assembly TA-800,108,9018000,10
C0246,P015,Engine Block EB-600,198,23562000,12
C0246,P016,Radiator RD-250,80,816000,8
C0246,P017,Fan Belt FB-30,57,29640,4
C0246,P018,Wheel Rim WR-24,73,824900,6
C0246,P019,Swing Motor SWM-350,62,2467600,6
C0246,P020,Pivot Pin PP-12,126,144900,10
C0246,P021,Boom Cylinder BC-400,86,3973200,9
C0246,P022,Control Valve CV-75,72,1216800,5
C0246,P023,Idler Wheel IW-55,91,1178450,10
C0246,P024,Track Roller TR-60,138,1421400,8
C0246,P025,Cabin Glass CG-20,80,628000,7
C0246,P026,Grease Cartridge GC-5,76,23560,7
C0246,P027,O-Ring Set OR-50,39,18720,3
C0246,P028,Light Assembly LA-18,36,81000,5
C0246,P029,Pressure Sensor PS-90,55,217250,5
C0246,P030,Fuel Pump FP-350,29,635100,4
C0247,P001,Hydraulic Pump HP-300,46,1127000,7
C0247,P002,Engine Oil Filter OF-90,101,72720,7
C0247,P003,Air Filter AF-120,67,83750,5
C0247,P004,Track Chain TC-45,84,3343200,6
C0247,P005,Fuel Injector FI-220,131,1106950,9
C0247,P006,Alternator ALT-500,134,1500800,9
C0247,P007,Hydraulic Hose HH-60,82,118900,9
C0247,P008,Bucket Tooth BT-10,92,53360,5
C0247,P009,Starter Motor SM-700,64,953600,5
C0247,P010,Turbocharger TB-900,101,3524900,9
C0247,P011,Hydraulic Cylinder HC-200,67,1849200,6
C0247,P012,Brake Pad BP-40,159,389550,12
C0247,P013,Seal Kit SK-15,147,213150,12
C0247,P014,Transmission Assembly TA-800,111,9268500,9
C0247,P015,Engine Block EB-600,91,10829000,9
C0247,P016,Radiator RD-250,97,989400,9
C0247,P017,Fan Belt FB-30,81,42120,6
C0247,P018,Wheel Rim WR-24,174,1966200,17
C0247,P019,Swing Motor SWM-350,112,4457600,7
C0247,P020,Pivot Pin PP-12,102,117300,8
C0247,P021,Boom Cylinder BC-400,149,6883800,11
C0247,P022,Control Valve CV-75,43,726700,4
C0247,P023,Idler Wheel IW-55,76,984200,5
C0247,P024,Track Roller TR-60,97,999100,10
C0247,P025,Cabin Glass CG-20,137,1075450,12
C0247,P026,Grease Cartridge GC-5,113,35030,7
C0247,P027,O-Ring Set OR-50,31,14880,4
C0247,P028,Light Assembly LA-18,127,285750,9
C0247,P029,Pressure Sensor PS-90,64,252800,7
C0247,P030,Fuel Pump FP-350,118,2584200,9
C0248,P001,Hydraulic Pump HP-300,29,710500,6
C0248,P002,Engine Oil Filter OF-90,14,10080,3
C0248,P003,Air Filter AF-120,11,13750,1
C0248,P004,Track Chain TC-45,94,3741200,7
C0248,P005,Fuel Injector FI-220,31,261950,2
C0248,P006,Alternator ALT-500,80,896000,8
C0248,P007,Hydraulic Hose HH-60,37,53650,5
C0248,P008,Bucket Tooth BT-10,64,37120,5
C0248,P009,Starter Motor SM-700,43,640700,4
C0248,P010,Turbocharger TB-900,66,2303400,6
C0248,P011,Hydraulic Cylinder HC-200,66,1821600,4
C0248,P012,Brake Pad BP-40,34,83300,3
C0248,P013,Seal Kit SK-15,43,62350,4
C0248,P014,Transmission Assembly TA-800,55,4592500,4
C0248,P015,Engine Block EB-600,57,6783000,4
C0248,P016,Radiator RD-250,94,958800,6
C0248,P017,Fan Belt FB-30,40,20800,5
C0248,P018,Wheel Rim WR-24,63,711900,6
C0248,P019,Swing Motor SWM-350,17,676600,1
C0248,P020,Pivot Pin PP-12,74,85100,6
C0248,P021,Boom Cylinder BC-400,121,5590200,7
C0248,P022,Control Valve CV-75,96,1622400,6
C0248,P023,Idler Wheel IW-55,57,738150,6
C0248,P024,Track Roller TR-60,94,968200,8
C0248,P025,Cabin Glass CG-20,90,706500,6
C0248,P026,Grease Cartridge GC-5,45,13950,3
C0248,P027,O-Ring Set OR-50,100,48000,10
C0248,P028,Light Assembly LA-18,95,213750,9
C0248,P029,Pressure Sensor PS-90,57,225150,4
C0248,P030,Fuel Pump FP-350,42,919800,4
C0249,P001,Hydraulic Pump HP-300,148,3626000,12
C0249,P002,Engine Oil Filter OF-90,31,22320,4
C0249,P003,Air Filter AF-120,110,137500,8
C0249,P004,Track Chain TC-45,91,3621800,6
C0249,P005,Fuel Injector FI-220,64,540800,6
C0249,P006,Alternator ALT-500,34,380800,2
C0249,P007,Hydraulic Hose HH-60,169,245050,13
C0249,P008,Bucket Tooth BT-10,142,82360,11
C0249,P009,Starter Motor SM-700,102,1519800,7
C0249,P010,Turbocharger TB-900,72,2512800,4
C0249,P011,Hydraulic Cylinder HC-200,141,3891600,9
C0249,P012,Brake Pad BP-40,47,115150,4
C0249,P013,Seal Kit SK-15,128,185600,11
C0249,P014,Transmission Assembly TA-800,108,9018000,7
C0249,P015,Engine Block EB-600,88,10472000,12
C0249,P016,Radiator RD-250,69,703800,8
C0249,P017,Fan Belt FB-30,68,35360,7
C0249,P018,Wheel Rim WR-24,29,327700,3
C0249,P019,Swing Motor SWM-350,105,4179000,9
C0249,P020,Pivot Pin PP-12,135,155250,9
C0249,P021,Boom Cylinder BC-400,115,5313000,11
C0249,P022,Control Valve CV-75,120,2028000,11
C0249,P023,Idler Wheel IW-55,107,1385650,7
C0249,P024,Track Roller TR-60,34,350200,3
C0249,P025,Cabin Glass CG-20,74,580900,7
C0249,P026,Grease Cartridge GC-5,92,28520,8
C0249,P027,O-Ring Set OR-50,120,57600,8
C0249,P028,Light Assembly LA-18,80,180000,8
C0249,P029,Pressure Sensor PS-90,68,268600,5
C0249,P030,Fuel Pump FP-350,34,744600,3
C0250,P001,Hydraulic Pump HP-300,85,2082500,8
C0250,P002,Engine Oil Filter OF-90,188,135360,15
C0250,P003,Air Filter AF-120,133,166250,11
C0250,P004,Track Chain TC-45,133,5293400,10
C0250,P005,Fuel Injector FI-220,174,1470300,11
C0250,P006,Alternator ALT-500,77,862400,8
C0250,P007,Hydraulic Hose HH-60,58,84100,4
C0250,P008,Bucket Tooth BT-10,139,80620,10
C0250,P009,Starter Motor SM-700,90,1341000,8
C0250,P010,Turbocharger TB-900,105,3664500,7
C0250,P011,Hydraulic Cylinder HC-200,50,1380000,5
C0250,P012,Brake Pad BP-40,97,237650,8
C0250,P013,Seal Kit SK-15,128,185600,11
C0250,P014,Transmission Assembly TA-800,104,8684000,9
C0250,P015,Engine Block EB-600,102,12138000,10
C0250,P016,Radiator RD-250,79,805800,8
C0250,P017,Fan Belt FB-30,119,61880,14
C0250,P018,Wheel Rim WR-24,127,1435100,12
C0250,P019,Swing Motor SWM-350,177,7044600,12
C0250,P020,Pivot Pin PP-12,129,148350,10
C0250,P021,Boom Cylinder BC-400,171,7900200,13
C0250,P022,Control Valve CV-75,93,1571700,9
C0250,P023,Idler Wheel IW-55,96,1243200,10
C0250,P024,Track Roller TR-60,90,927000,9
C0250,P025,Cabin Glass CG-20,57,447450,6
C0250,P026,Grease Cartridge GC-5,77,23870,6
C0250,P027,O-Ring Set OR-50,117,56160,9
C0250,P028,Light Assembly LA-18,89,200250,9
C0250,P029,Pressure Sensor PS-90,75,296250,7
C0250,P030,Fuel Pump FP-350,149,3263100,12
C0251,P001,Hydraulic Pump HP-300,114,2793000,8
C0251,P002,Engine Oil Filter OF-90,104,74880,7
C0251,P003,Air Filter AF-120,92,115000,7
C0251,P004,Track Chain TC-45,3,119400,1
C0251,P005,Fuel Injector FI-220,102,861900,10
C0251,P006,Alternator ALT-500,92,1030400,6
C0251,P007,Hydraulic Hose HH-60,81,117450,7
C0251,P008,Bucket Tooth BT-10,101,58580,8
C0251,P009,Starter Motor SM-700,87,1296300,9
C0251,P010,Turbocharger TB-900,84,2931600,7
C0251,P011,Hydraulic Cylinder HC-200,50,1380000,3
C0251,P012,Brake Pad BP-40,78,191100,6
C0251,P013,Seal Kit SK-15,29,42050,3
C0251,P014,Transmission Assembly TA-800,47,3924500,5
C0251,P015,Engine Block EB-600,168,19992000,11
C0251,P016,Radiator RD-250,133,1356600,11
C0251,P017,Fan Belt FB-30,47,24440,7
C0251,P018,Wheel Rim WR-24,34,384200,3
C0251,P019,Swing Motor SWM-350,107,4258600,9
C0251,P020,Pivot Pin PP-12,95,109250,8
C0251,P021,Boom Cylinder BC-400,76,3511200,6
C0251,P022,Control Valve CV-75,86,1453400,8
C0251,P023,Idler Wheel IW-55,54,699300,5
C0251,P024,Track Roller TR-60,88,906400,7
C0251,P025,Cabin Glass CG-20,37,290450,5
C0251,P026,Grease Cartridge GC-5,92,28520,7
C0251,P027,O-Ring Set OR-50,103,49440,7
C0251,P028,Light Assembly LA-18,113,254250,13
C0251,P029,Pressure Sensor PS-90,75,296250,7
C0251,P030,Fuel Pump FP-350,74,1620600,6
C0252,P001,Hydraulic Pump HP-300,69,1690500,7
C0252,P002,Engine Oil Filter OF-90,91,65520,7
C0252,P003,Air Filter AF-120,131,163750,10
C0252,P004,Track Chain TC-45,68,2706400,5
C0252,P005,Fuel Injector FI-220,87,735150,8
C0252,P006,Alternator ALT-500,67,750400,6
C0252,P007,Hydraulic Hose HH-60,79,114550,7
C0252,P008,Bucket Tooth BT-10,151,87580,11
C0252,P009,Starter Motor SM-700,133,1981700,10
C0252,P010,Turbocharger TB-900,87,3036300,7
C0252,P011,Hydraulic Cylinder HC-200,77,2125200,7
C0252,P012,Brake Pad BP-40,117,286650,9
C0252,P013,Seal Kit SK-15,36,52200,3
C0252,P014,Transmission Assembly TA-800,24,2004000,3
C0252,P015,Engine Block EB-600,81,9639000,8
C0252,P016,Radiator RD-250,109,1111800,8
C0252,P017,Fan Belt FB-30,70,36400,7
C0252,P018,Wheel Rim WR-24,49,553700,4
C0252,P019,Swing Motor SWM-350,128,5094400,10
C0252,P020,Pivot Pin PP-12,34,39100,5
C0252,P021,Boom Cylinder BC-400,57,2633400,6
C0252,P022,Control Valve CV-75,79,1335100,9
C0252,P023,Idler Wheel IW-55,50,647500,6
C0252,P024,Track Roller TR-60,89,916700,9
C0252,P025,Cabin Glass CG-20,82,643700,10
C0252,P026,Grease Cartridge GC-5,50,15500,6
C0252,P027,O-Ring Set OR-50,100,48000,8
C0252,P028,Light Assembly LA-18,21,47250,4
C0252,P029,Pressure Sensor PS-90,58,229100,5
C0252,P030,Fuel Pump FP-350,50,1095000,5
C0253,P001,Hydraulic Pump HP-300,117,2866500,9
C0253,P002,Engine Oil Filter OF-90,140,100800,9
C0253,P003,Air Filter AF-120,60,75000,6
C0253,P004,Track Chain TC-45,125,4975000,9
C0253,P005,Fuel Injector FI-220,103,870350,7
C0253,P006,Alternator ALT-500,128,1433600,12
C0253,P007,Hydraulic Hose HH-60,106,153700,10
C0253,P008,Bucket Tooth BT-10,87,50460,9
C0253,P009,Starter Motor SM-700,146,2175400,11
C0253,P010,Turbocharger TB-900,62,2163800,5
C0253,P011,Hydraulic Cylinder HC-200,102,2815200,10
C0253,P012,Brake Pad BP-40,147,360150,12
C0253,P013,Seal Kit SK-15,82,118900,6
C0253,P014,Transmission Assembly TA-800,110,9185000,10
C0253,P015,Engine Block EB-600,109,12971000,9
C0253,P016,Radiator RD-250,142,1448400,10
C0253,P017,Fan Belt FB-30,68,35360,8
C0253,P018,Wheel Rim WR-24,134,1514200,11
C0253,P019,Swing Motor SWM-350,42,1671600,5
C0253,P020,Pivot Pin PP-12,64,73600,5
C0253,P021,Boom Cylinder BC-400,111,5128200,8
C0253,P022,Control Valve CV-75,84,1419600,9
C0253,P023,Idler Wheel IW-55,118,1528100,14
C0253,P024,Track Roller TR-60,38,391400,6
C0253,P025,Cabin Glass CG-20,88,690800,10
C0253,P026,Grease Cartridge GC-5,76,23560,5
C0253,P027,O-Ring Set OR-50,130,62400,13
C0253,P028,Light Assembly LA-18,83,186750,8
C0253,P029,Pressure Sensor PS-90,179,707050,14
C0253,P030,Fuel Pump FP-350,174,3810600,17
C0254,P001,Hydraulic Pump HP-300,224,5488000,15
C0254,P002,Engine Oil Filter OF-90,113,81360,9
C0254,P003,Air Filter AF-120,121,151250,10
C0254,P004,Track Chain TC-45,119,4736200,9
C0254,P005,Fuel Injector FI-220,121,1022450,11
C0254,P006,Alternator ALT-500,116,1299200,11
C0254,P007,Hydraulic Hose HH-60,68,98600,6
C0254,P008,Bucket Tooth BT-10,145,84100,10
C0254,P009,Starter Motor SM-700,132,1966800,10
C0254,P010,Turbocharger TB-900,196,6840400,15
C0254,P011,Hydraulic Cylinder HC-200,127,3505200,10
C0254,P012,Brake Pad BP-40,110,269500,9
C0254,P013,Seal Kit SK-15,70,101500,8
